"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,9143725,5820,7,2020,"I",,"Y","G","C","2020_07_IN0451200_NIBRS",80444433,0
2020,9143743,5820,8,2020,"I",,"Y","G","C","2020_08_IN0451200_NIBRS",82669101,0
2020,9143761,5820,9,2020,"I",,"Y","G","C","2020_09_IN0451200_NIBRS",87905963,0
2020,9143779,5820,10,2020,"I",,"Y","G","C","2020_10_IN0451200_NIBRS",91885436,0
2020,9143797,5820,11,2020,"I",,"Y","G","C","2020_11_IN0451200_NIBRS",97014332,0
2020,9143815,5820,12,2020,"I",,"Y","G","C","2020_12_IN0451200_NIBRS",95294729,0
2020,17167721,5710,1,2020,"I",28-DEC-20,"Y","F","C","2020_01_IN0100400_NIBRS",90546523,0
2020,17167724,5710,2,2020,"I",28-DEC-20,"Y","F","C","2020_02_IN0100400_NIBRS",90551311,0
2020,17167725,5710,3,2020,"I",28-DEC-20,"Y","F","C","2020_03_IN0100400_NIBRS",90551315,0
2020,17167726,5710,4,2020,"I",28-DEC-20,"Y","F","C","2020_04_IN0100400_NIBRS",90546547,0
2020,17167727,5710,5,2020,"I",28-DEC-20,"Y","F","C","2020_05_IN0100400_NIBRS",90551334,0
2020,17167729,5710,6,2020,"I",28-DEC-20,"Y","F","C","2020_06_IN0100400_NIBRS",90546569,0
2020,17167730,5710,7,2020,"I",28-DEC-20,"Y","F","C","2020_07_IN0100400_NIBRS",90551346,0
2020,17166612,5710,8,2020,"I",28-DEC-20,"Y","F","C","2020_08_IN0100400_NIBRS",90551352,0
2020,17166613,5710,10,2020,"I",28-DEC-20,"Y","F","C","2020_10_IN0100400_NIBRS",90546580,0
2020,10243123,5926,1,2020,"I",,"Y","G","C","2020_01_IN0760100_NIBRS",78696495,0
2020,10243180,5926,2,2020,"I",,"Y","G","C","2020_02_IN0760100_NIBRS",84609711,0
2020,10243237,5926,3,2020,"I",,"Y","G","C","2020_03_IN0760100_NIBRS",84613982,0
2020,10243294,5926,4,2020,"I",,"Y","G","C","2020_04_IN0760100_NIBRS",78696447,0
2020,10243351,5926,5,2020,"I",,"Y","G","C","2020_05_IN0760100_NIBRS",90566595,0
2020,10243408,5926,6,2020,"I",,"Y","G","C","2020_06_IN0760100_NIBRS",94895493,0
